word,kana,ipa,origin
件,ケン,keɴ,漢
金融,キンユウ,kiĩjɯː,漢
場,バ,ba,和
気付く,キヅク,kizɯkɯ,混
近い,チカイ,t͡ɕikai,和
低い,ヒクイ,çikɯi,和
異なる,コトナル,kotonaɾɯ,和
総合,ソウゴウ,soːɡoː,漢
上がる,アガル,aɡaɾɯ,和
覚える,オボエル,oboeɾɯ,和
関連,カンレン,kanɾeɴ,漢
検査,ケンサ,keɰ̃sa,漢
唯,タダ,tada,和
位,イ,i,漢
治療,チリョウ,t͡ɕiɾʲoː,漢
今年,コトシ,kotoɕi,和
様子,ヨウス,joːsɯ,漢
資金,シキン,ɕikiɴ,漢
嬉しい,ウレシイ,ɯɾeɕiː,和
音楽,オンガク,oŋɡakɯ,漢
全,ゼン,zeɴ,漢
成長,セイチョウ,seːt͡ɕoː,漢
積り,ツモリ,t͡sɯmoɾi,和
高齢,コウレイ,koːɾeː,漢
広い,ヒロイ,çiɾoi,和
下,モト,moto,和
特定,トクテイ,tokɯteː,漢
妻,ツマ,t͡sɯma,和
始め,ハジメ,haʑime,和
論,ロン,ɾoɴ,漢
設置,セッチ,sett͡ɕi,漢
放送,ホウソウ,hoːsoː,漢
限り,カギリ,kaɡiɾi,和
夫,オット,otto,和
調べる,シラベル,ɕiɾabeɾɯ,和
伴う,トモナウ,tomonaɯ,和
通ずる,ツウズル,t͡sɯːzɯɾɯ,混
フランス,フランス,ɸɯɾaɰ̃sɯ,固
措置,ソチ,sot͡ɕi,漢
以降,イコウ,ikoː,漢
成す,ナス,nasɯ,和
購入,コウニュウ,koːɲɯː,漢
人生,ジンセイ,d͡ʑiĩseː,漢
や,ヤ,ja,和
ポイント,ポイント,pointo,外
安定,アンテイ,anteː,漢
章,ショウ,ɕoː,漢
より,ヨリ,joɾi,和
後,ゴ,ɡo,漢
一日,ツイタチ,t͡sɯitat͡ɕi,和
探す,サガス,saɡasɯ,和
価値,カチ,kat͡ɕi,漢
少年,ショウネン,ɕoːneɴ,漢
非,ヒ,çi,漢
開ける,アケル,akeɾɯ,和
段階,ダンカイ,daŋkai,漢
起きる,オキル,okiɾɯ,和
ホーム,ホーム,hoːmɯ,外
即ち,スナワチ,sɯnaɰat͡ɕi,和
海,ウミ,ɯmi,和
語る,カタル,kataɾɯ,和
危険,キケン,kikeɴ,漢
種,シュ,ɕɯ,漢
沢山,タクサン,takɯsaɴ,漢
残す,ノコス,nokosɯ,和
寝る,ネル,neɾɯ,和
右,ミギ,miɡi,和
分,ブン,bɯɴ,漢
何れ,ドレ,doɾe,和
指摘,シテキ,ɕiteki,漢
完全,カンゼン,kanzeɴ,漢
登録,トウロク,toːɾokɯ,漢
府,フ,ɸɯ,漢
曲,キョク,kʲokɯ,漢
院,イン,iɴ,漢
自ら,ミズカラ,mizɯkaɾa,和
食事,ショクジ,ɕokɯʑi,漢
ホテル,ホテル,hoteɾɯ,外
計算,ケイサン,keːsaɴ,漢
明日,アス,asɯ,和
隊,タイ,tai,漢
はっきり,ハッキリ,hakkiɾi,和
動き,ウゴキ,ɯɡoki,和
美しい,ウツクシイ,ɯt͡sɯkɯɕiː,和
次,ジ,d͡ʑi,漢
不安,フアン,ɸɯaɴ,漢
数,カズ,kazɯ,和
至る,イタル,itaɾɯ,和
最高,サイコウ,saikoː,漢
新た,アラタ,aɾata,和
色々,イロイロ,iɾoiɾo,和
記録,キロク,kiɾokɯ,漢
一方,イッポウ,ippoː,漢
共,トモ,tomo,和
合う,アウ,aɯ,和
大変,タイヘン,taiheɴ,漢
信ずる,シンズル,ɕind͡zɯɾɯ,混
連れる,ツレル,t͡sɯɾeɾɯ,和
無理,ムリ,mɯɾi,漢
参考,サンコウ,saŋkoː,漢
撮影,サツエイ,sat͡sɯeː,漢
年齢,ネンレイ,nenɾeː,漢
努力,ドリョク,doɾʲokɯ,漢
高校,コウコウ,koːkoː,漢
ブログ,ブログ,bɯɾoɡɯ,外
利益,リエキ,ɾieki,漢
させる,サセル,saseɾɯ,和
発展,ハッテン,hatteɴ,漢
半,ハン,haɴ,漢
クリック,クリック,kɯɾikkɯ,外
身体,シンタイ,ɕintai,漢
監督,カントク,kantokɯ,漢
死,シ,ɕi,漢
無くなる,ナクナル,nakɯnaɾɯ,和
公共,コウキョウ,koːkʲoː,漢
限る,カギル,kaɡiɾɯ,和
運転,ウンテン,ɯnteɴ,漢
発表,ハッピョウ,happʲoː,漢
グループ,グループ,ɡɯɾɯːpɯ,外
首,クビ,kɯbi,和
開催,カイサイ,kaisai,漢
改善,カイゼン,kaizeɴ,漢
名,ナ,na,和
反対,ハンタイ,hantai,漢
エネルギー,エネルギー,eneɾɯɡiː,外
申し上げる,モウシアゲル,moːɕiaɡeɾɯ,和
開始,カイシ,kaiɕi,漢
離れる,ハナレル,hanaɾeɾɯ,和
確保,カクホ,kakɯho,漢
担当,タントウ,tantoː,漢
参照,サンショウ,saɰ̃ɕoː,漢
結局,ケッキョク,kekkʲokɯ,漢
公園,コウエン,koːeɴ,漢
症,ショウ,ɕoː,漢
全部,ゼンブ,zembɯ,漢
確り,シッカリ,ɕikkaɾi,和
所謂,イワユル,iɰajɯɾɯ,和
拡大,カクダイ,kakɯdai,漢
暫く,シバラク,ɕibaɾakɯ,和
立場,タチバ,tat͡ɕiba,和
住民,ジュウミン,d͡ʑɯːmiɴ,漢
経つ,タツ,tat͡sɯ,和
前,ゼン,zeɴ,漢
農業,ノウギョウ,noːɡʲoː,漢
主人,シュジン,ɕɯʑiɴ,漢
介護,カイゴ,kaiɡo,漢
座る,スワル,sɯɰaɾɯ,和
発見,ハッケン,hakkeɴ,漢
改革,カイカク,kaikakɯ,漢
胸,ムネ,mɯne,和
共同,キョウドウ,kʲoːdoː,漢
止める,トメル,tomeɾɯ,和
解決,カイケツ,kaiket͡sɯ,漢
体験,タイケン,taikeɴ,漢
振り,ブリ,bɯɾi,和
落ちる,オチル,ot͡ɕiɾɯ,和
目標,モクヒョウ,mokɯçʲoː,漢
調整,チョウセイ,t͡ɕoːseː,漢
表わす,アラワス,aɾaɰasɯ,和
タイプ,タイプ,taipɯ,外
動物,ドウブツ,doːbɯt͡sɯ,漢
夏,ナツ,nat͡sɯ,和
遊ぶ,アソブ,asobɯ,和
過去,カコ,kako,漢
考え,カンガエ,kaŋɡae,和
役割,ヤクワリ,jakɯɰaɾi,混
起こす,オコス,okosɯ,和
決まる,キマル,kimaɾɯ,和
毎,ゴト,ɡoto,和
減少,ゲンショウ,ɡeɰ̃ɕoː,漢
黒,クロ,kɯɾo,和
占める,シメル,ɕimeɾɯ,和
倍,バイ,bai,漢
殺す,コロス,koɾosɯ,和
回答,カイトウ,kaitoː,漢
ドル,ドル,doɾɯ,外
驚く,オドロク,odoɾokɯ,和
戦,セン,seɴ,漢
体制,タイセイ,taiseː,漢
旅行,リョコウ,ɾʲokoː,漢
試験,シケン,ɕikeɴ,漢
平均,ヘイキン,heːkiɴ,漢
困る,コマル,komaɾɯ,和
週間,シュウカン,ɕɯːkaɴ,漢
病気,ビョウキ,bʲoːki,漢
所得,ショトク,ɕotokɯ,漢
ドイツ,ドイツ,doit͡sɯ,固
展開,テンカイ,teŋkai,漢
道,ドウ,doː,漢
アップ,アップ,appɯ,外
除く,ノゾク,nozokɯ,和
準備,ジュンビ,d͡ʑɯmbi,漢
大丈夫,ダイジョウブ,daiʑoːbɯ,漢
母親,ハハオヤ,hahaoja,和
似る,ニル,ɲiɾɯ,和
見付ける,ミツケル,mit͡sɯkeɾɯ,和
応ずる,オウズル,oːzɯɾɯ,混
詳しい,クワシイ,kɯɰaɕiː,和
将来,ショウライ,ɕoːɾai,漢
範囲,ハンイ,haɰ̃i,漢
歌,ウタ,ɯta,和
思い出す,オモイダス,omoidasɯ,和
実現,ジツゲン,d͡ʑit͡sɯɡeɴ,漢
イメージ,イメージ,imeːʑi,外
繰り返す,クリカエス,kɯɾikaesɯ,和
失う,ウシナウ,ɯɕinaɯ,和
地区,チク,t͡ɕikɯ,漢
勉強,ベンキョウ,beŋkʲoː,漢
明治,メイジ,meːʑi,固
互い,タガイ,taɡai,和
知識,チシキ,t͡ɕiɕiki,漢
友人,ユウジン,jɯːʑiɴ,漢
白い,シロイ,ɕiɾoi,和
資本,シホン,ɕihoɴ,漢
厳しい,キビシイ,kibiɕiː,和
聞こえる,キコエル,kikoeɾɯ,和
耳,ミミ,mimi,和
割,ワリ,ɰaɾi,和
派,ハ,ha,漢
問い合わせ,トイアワセ,toiaɰase,和
白,シロ,ɕiɾo,和
希望,キボウ,kiboː,漢
センチメートル,センチメートル,sent͡ɕimeːtoɾɯ,外
人気,ニンキ,ɲiŋki,漢
権利,ケンリ,kenɾi,漢
認識,ニンシキ,ɲiĩɕiki,漢
最大,サイダイ,saidai,漢
売る,ウル,ɯɾɯ,和
制,セイ,seː,漢
学習,ガクシュウ,ɡakɯɕɯː,漢
通す,トオス,toːsɯ,和
可愛い,カワイイ,kaɰaiː,和
上る,ノボル,noboɾɯ,和
金額,キンガク,kiŋɡakɯ,漢
作り,ツクリ,t͡sɯkɯɾi,和
含める,フクメル,ɸɯkɯmeɾɯ,和
韓国,カンコク,kaŋkokɯ,固
特徴,トクチョウ,tokɯt͡ɕoː,漢
人口,ジンコウ,d͡ʑiŋkoː,漢
許す,ユルス,jɯɾɯsɯ,和
スポーツ,スポーツ,sɯpoːt͡sɯ,外
尋ねる,タズネル,tazɯneɾɯ,和
目指す,メザス,mezasɯ,和
材料,ザイリョウ,zaiɾʲoː,漢
資産,シサン,ɕisaɴ,漢
分野,ブンヤ,bɯɰ̃ja,漢
物,モノ,mono,和
年,トシ,toɕi,和
パソコン,パソコン,pasokoɴ,外
傾向,ケイコウ,keːkoː,漢
海外,カイガイ,kaiɡai,漢
学生,ガクセイ,ɡakɯseː,漢
再び,フタタビ,ɸɯtatabi,和
高,コウ,koː,漢
常,ツネ,t͡sɯne,和
因み,チナミ,t͡ɕinami,和
防止,ボウシ,boːɕi,漢
製品,セイヒン,seːçiɴ,漢
移動,イドウ,idoː,漢
園,エン,eɴ,漢
科,カ,ka,漢
細胞,サイボウ,saiboː,漢
費用,ヒヨウ,çijoː,漢
モデル,モデル,modeɾɯ,外
母,カア,kaː,和
席,セキ,seki,漢
間,マ,ma,和
国内,コクナイ,kokɯnai,漢
月,ツキ,t͡sɯki,和
横,ヨコ,joko,和
回る,マワル,maɰaɾɯ,和
絵,エ,e,漢
株式,カブシキ,kabɯɕiki,混
レベル,レベル,ɾebeɾɯ,外
職員,ショクイン,ɕokɯiɴ,漢
周り,マワリ,maɰaɾi,和
次第,シダイ,ɕidai,漢
天皇,テンノウ,tennoː,漢
輸入,ユニュウ,jɯɲɯː,漢
息子,ムスコ,mɯsɯko,和
記事,キジ,kiʑi,漢
差,サ,sa,漢
酒,サケ,sake,和
村,ソン,soɴ,漢
無料,ムリョウ,mɯɾʲoː,漢
手続き,テツヅキ,tet͡sɯzɯki,和
課題,カダイ,kadai,漢
且つ,カツ,kat͡sɯ,和
大事,ダイジ,daiʑi,漢
迎える,ムカエル,mɯkaeɾɯ,和
事項,ジコウ,d͡ʑikoː,漢
乗せる,ノセル,noseɾɯ,和
大人,オトナ,otona,和
成功,セイコウ,seːkoː,漢
たり,タリ,taɾi,和
犬,イヌ,inɯ,和
キョウト,キョウト,kʲoːto,固
カード,カード,kaːdo,外
本人,ホンニン,hoɲiɴ,漢
風,カゼ,kaze,和
登場,トウジョウ,toːʑoː,漢
四千,ヨンセン,joɰ̃seɴ,混
チーム,チーム,t͡ɕiːmɯ,外
着る,キル,kiɾɯ,和
改正,カイセイ,kaiseː,漢
距離,キョリ,kʲoɾi,漢
歌う,ウタウ,ɯtaɯ,和
優しい,ヤサシイ,jasaɕiː,和
器,キ,ki,漢
気分,キブン,kibɯɴ,漢
バス,バス,basɯ,外
アジア,アジア,aʑia,固
正しい,タダシイ,tadaɕiː,和
組合,クミアイ,kɯmiai,和
左,ヒダリ,çidaɾi,和
決して,ケッシテ,keɕɕite,混
酷い,ヒドイ,çidoi,和
維持,イジ,iʑi,漢
携帯,ケイタイ,keːtai,漢
注,チュウ,t͡ɕɯː,漢
所為,セイ,seː,漢
製造,セイゾウ,seːzoː,漢
電気,デンキ,deŋki,漢
末,マツ,mat͡sɯ,漢
安い,ヤスイ,jasɯi,和
人物,ジンブツ,d͡ʑimbɯt͡sɯ,漢
寺,ジ,d͡ʑi,漢
米国,ベイコク,beːkokɯ,固
予算,ヨサン,josaɴ,漢
らしい,ラシイ,ɾaɕiː,和
雨,アメ,ame,和
災害,サイガイ,saiɡai,漢
建物,タテモノ,tatemono,和
難い,ニクイ,ɲikɯi,和
主張,シュチョウ,ɕɯt͡ɕoː,漢
反応,ハンノウ,hannoː,漢
取れる,トレル,toɾeɾɯ,和
興味,キョウミ,kʲoːmi,漢
丸で,マルデ,maɾɯde,和
ゆっくり,ユックリ,jɯkkɯɾi,和
ソフト,ソフト,soɸɯto,外
形成,ケイセイ,keːseː,漢
一方,イッポウ,ippoː,漢
軽い,カルイ,kaɾɯi,和
以来,イライ,iɾai,漢
導入,ドウニュウ,doːɲɯː,漢
最終,サイシュウ,saiɕɯː,漢
団,ダン,daɴ,漢
総,ソウ,soː,漢
イギリス,イギリス,iɡiɾisɯ,固
英語,エイゴ,eːɡo,漢
生徒,セイト,seːto,漢
義務,ギム,ɡimɯ,漢
財政,ザイセイ,zaiseː,漢
触れる,フレル,ɸɯɾeɾɯ,和
ファイル,ファイル,ɸɯaiɾɯ,外
古い,フルイ,ɸɯɾɯi,和
地球,チキュウ,t͡ɕikʲɯː,漢
エド,エド,edo,固
流れる,ナガレル,naɡaɾeɾɯ,和
押す,オス,osɯ,和
扠,サテ,sate,和
物質,ブッシツ,bɯɕɕit͡sɯ,漢
寧ろ,ムシロ,mɯɕiɾo,和
保健,ホケン,hokeɴ,漢
適用,テキヨウ,tekijoː,漢
割合,ワリアイ,ɰaɾiai,和
積極,セッキョク,sekkʲokɯ,漢
老人,ロウジン,ɾoːʑiɴ,漢
表情,ヒョウジョウ,çʲoːʑoː,漢
振る,フル,ɸɯɾɯ,和
参る,マイル,maiɾɯ,和
元気,ゲンキ,ɡeŋki,漢
東,ヒガシ,çiɡaɕi,和
途中,トチュウ,tot͡ɕɯː,漢
結構,ケッコウ,kekkoː,漢
キロ,キロ,kiɾo,外
基礎,キソ,kiso,漢
味,アジ,aʑi,和
規制,キセイ,kiseː,漢
分析,ブンセキ,bɯɰ̃seki,漢
如何に,イカニ,ikaɲi,和
支配,シハイ,ɕihai,漢
児童,ジドウ,d͡ʑidoː,漢
ケース,ケース,keːsɯ,外
通常,ツウジョウ,t͡sɯːʑoː,漢
消える,キエル,kieɾɯ,和
多分,タブン,tabɯɴ,漢
馬鹿,バカ,baka,漢
記憶,キオク,kiokɯ,漢
間違い,マチガイ,mat͡ɕiɡai,和
請求,セイキュウ,seːkʲɯː,漢
観光,カンコウ,kaŋkoː,漢
番号,バンゴウ,baŋɡoː,漢
要求,ヨウキュウ,joːkʲɯː,漢
議論,ギロン,ɡiɾoɴ,漢
空,ソラ,soɾa,和
怖い,コワイ,koɰai,和
正に,マサニ,masaɲi,和
極めて,キワメテ,kiɰamete,和
恐らく,オソラク,osoɾakɯ,和
急,キュウ,kʲɯː,漢
機会,キカイ,kikai,漢
ドア,ドア,doa,外
交換,コウカン,koːkaɴ,漢
自治,ジチ,d͡ʑit͡ɕi,漢
サイト,サイト,saito,外
自体,ジタイ,d͡ʑitai,漢
類,ルイ,ɾɯi,漢
神経,シンケイ,ɕiŋkeː,漢
軈て,ヤガテ,jaɡate,和
工事,コウジ,koːʑi,漢
申請,シンセイ,ɕiĩseː,漢
払う,ハラウ,haɾaɯ,和
兎に角,トニカク,toɲikakɯ,和
一体,イッタイ,ittai,漢
提出,テイシュツ,teːɕɯt͡sɯ,漢
略,ホボ,hobo,和
嘗て,カツテ,kat͡sɯte,和
促進,ソクシン,sokɯɕiɴ,漢
出品,シュッピン,ɕɯppiɴ,漢
原則,ゲンソク,ɡeɰ̃sokɯ,漢
窓,マド,mado,和
学ぶ,マナブ,manabɯ,和
チェック,チェック,t͡ɕiekkɯ,外
激しい,ハゲシイ,haɡeɕiː,和
急度,キット,kitto,和
兄,アニ,aɲi,和
営業,エイギョウ,eːɡʲoː,漢
活用,カツヨウ,kat͡sɯjoː,漢
先程,サキホド,sakihodo,和
共,ドモ,domo,和
医師,イシ,iɕi,漢
腕,ウデ,ɯde,和
現代,ゲンダイ,ɡendai,漢
直接,チョクセツ,t͡ɕokɯset͡sɯ,漢
仲間,ナカマ,nakama,和
有名,ユウメイ,jɯːmeː,漢
保存,ホゾン,hozoɴ,漢
事情,ジジョウ,d͡ʑiʑoː,漢
王,オウ,oː,漢
上昇,ジョウショウ,d͡ʑoːɕoː,漢
不思議,フシギ,ɸɯɕiɡi,漢
終了,シュウリョウ,ɕɯːɾʲoː,漢
土,ド,do,漢
南,ミナミ,minami,和
差す,サス,sasɯ,和
文,ブン,bɯɴ,漢
向上,コウジョウ,koːʑoː,漢
強化,キョウカ,kʲoːka,漢
ちゃんと,チャント,t͡ɕanto,和
並ぶ,ナラブ,naɾabɯ,和
ファックス,ファックス,ɸɯakkɯsɯ,外
線,セン,seɴ,漢
工場,コウジョウ,koːʑoː,漢
是非,ゼヒ,zeçi,漢
原子,ゲンシ,ɡeɰ̃ɕi,漢
捕らえる,トラエル,toɾaeɾɯ,和
春,ハル,haɾɯ,和
有効,ユウコウ,jɯːkoː,漢
諸,ショ,ɕo,漢
組,クミ,kɯmi,和
繋がる,ツナガル,t͡sɯnaɡaɾɯ,和
試合,シアイ,ɕiai,和
民間,ミンカン,miŋkaɴ,漢
案,アン,aɴ,漢
北,キタ,kita,和
病,ビョウ,bʲoː,漢
攻撃,コウゲキ,koːɡeki,漢
気,ゲ,ɡe,和
画像,ガゾウ,ɡazoː,漢
六千,ロクセン,ɾokɯseɴ,漢
性格,セイカク,seːkakɯ,漢
金,キン,kiɴ,漢
建築,ケンチク,kent͡ɕikɯ,漢
出掛ける,デカケル,dekakeɾɯ,和
ワン,ワン,ɰaɴ,外
腰,コシ,koɕi,和
成立,セイリツ,seːɾit͡sɯ,漢
会場,カイジョウ,kaiʑoː,漢
頼む,タノム,tanomɯ,和
予想,ヨソウ,josoː,漢
愛,アイ,ai,漢
状,ジョウ,d͡ʑoː,漢
ヨーロッパ,ヨーロッパ,joːɾoppa,固
ゲーム,ゲーム,ɡeːmɯ,外
肩,カタ,kata,和
火,ヒ,çi,和
大会,タイカイ,taikai,漢
雇用,コヨウ,kojoː,漢
西,ニシ,ɲiɕi,和
過ごす,スゴス,sɯɡosɯ,和
デザイン,デザイン,dezaiɴ,外
当然,トウゼン,toːzeɴ,漢
重い,オモイ,omoi,和
社長,シャチョウ,ɕat͡ɕoː,漢
夫婦,フウフ,ɸɯːɸɯ,漢
一杯,イッパイ,ippai,漢
手紙,テガミ,teɡami,和
機械,キカイ,kikai,漢
一定,イッテイ,itteː,漢
層,ソウ,soː,漢
指,ユビ,jɯbi,和
用意,ヨウイ,joːi,漢
要する,ヨウスル,joːsɯɾɯ,混
下りる,オリル,oɾiɾɯ,和
ボール,ボール,boːɾɯ,外
近付く,チカヅク,t͡ɕikazɯkɯ,和
泣く,ナク,nakɯ,和
剤,ザイ,zai,漢
付き,ツキ,t͡sɯki,和
集団,シュウダン,ɕɯːdaɴ,漢
果たす,ハタス,hatasɯ,和
箇所,カショ,kaɕo,漢
取得,シュトク,ɕɯtokɯ,漢
空間,クウカン,kɯːkaɴ,漢
猫,ネコ,neko,和
広がる,ヒロガル,çiɾoɡaɾɯ,和
宜しく,ヨロシク,joɾoɕikɯ,和
秋,アキ,aki,和
低下,テイカ,teːka,漢
安心,アンシン,aɰ̃ɕiɴ,漢
界,カイ,kai,漢
設備,セツビ,set͡sɯbi,漢
届く,トドク,todokɯ,和
飛ぶ,トブ,tobɯ,和
想像,ソウゾウ,soːzoː,漢
選挙,センキョ,seŋkʲo,漢
印象,インショウ,iĩɕoː,漢
突然,トツゼン,tot͡sɯzeɴ,漢
宗教,シュウキョウ,ɕɯːkʲoː,漢
クラブ,クラブ,kɯɾabɯ,外
周辺,シュウヘン,ɕɯːheɴ,漢
父親,チチオヤ,t͡ɕit͡ɕioja,和
現場,ゲンバ,ɡemba,混
明るい,アカルイ,akaɾɯi,和
教授,キョウジュ,kʲoːʑɯ,漢
感覚,カンカク,kaŋkakɯ,漢
野菜,ヤサイ,jasai,漢
押さえる,オサエル,osaeɾɯ,和
壁,カベ,kabe,和
若しくは,モシクハ,moɕikɯha,和
流れ,ナガレ,naɡaɾe,和
落札,ラクサツ,ɾakɯsat͡sɯ,漢
比,ヒ,çi,漢
主,シュ,ɕɯ,漢
集まる,アツマル,at͡sɯmaɾɯ,和
所有,ショユウ,ɕojɯː,漢
見詰める,ミツメル,mit͡sɯmeɾɯ,和
練習,レンシュウ,ɾeɰ̃ɕɯː,漢
集める,アツメル,at͡sɯmeɾɯ,和
従来,ジュウライ,d͡ʑɯːɾai,漢
貿易,ボウエキ,boːeki,漢
困難,コンナン,konnaɴ,漢
値,チ,t͡ɕi,漢
本来,ホンライ,honɾai,漢
有する,ユウスル,jɯːsɯɾɯ,混
関心,カンシン,kaɰ̃ɕiɴ,漢
航空,コウクウ,koːkɯː,漢
実験,ジッケン,d͡ʑikkeɴ,漢
注目,チュウモク,t͡ɕɯːmokɯ,漢
作用,サヨウ,sajoː,漢
下,カ,ka,漢
実行,ジッコウ,d͡ʑikkoː,漢
後ろ,ウシロ,ɯɕiɾo,和
代わり,カワリ,kaɰaɾi,和
命,イノチ,inot͡ɕi,和
雪,ユキ,jɯki,和
止まる,トマル,tomaɾɯ,和
記載,キサイ,kisai,漢
メーカー,メーカー,meːkaː,外
他人,タニン,taɲiɴ,漢
図書,トショ,toɕo,漢
充実,ジュウジツ,d͡ʑɯːʑit͡sɯ,漢
制限,セイゲン,seːɡeɴ,漢
感情,カンジョウ,kand͡ʑoː,漢
脳,ノウ,noː,漢
教室,キョウシツ,kʲoːɕit͡sɯ,漢
公開,コウカイ,koːkai,漢
癌,ガン,ɡaɴ,漢
張る,ハル,haɾɯ,和
グラム,グラム,ɡɯɾamɯ,外
船,フネ,ɸɯne,和
茶,チャ,t͡ɕa,漢
交流,コウリュウ,koːɾʲɯː,漢
血,チ,t͡ɕi,和
喜ぶ,ヨロコブ,joɾokobɯ,和
批判,ヒハン,çihaɴ,漢
ファン,ファン,ɸɯaɴ,外
違反,イハン,ihaɴ,漢
犯罪,ハンザイ,hanzai,漢
電子,デンシ,deɰ̃ɕi,漢
番組,バングミ,baŋɡɯmi,混
核,カク,kakɯ,漢
小説,ショウセツ,ɕoːset͡sɯ,漢
半分,ハンブン,hambɯɴ,漢
記念,キネン,kineɴ,漢
答え,コタエ,kotae,和
版,ハン,haɴ,漢
財産,ザイサン,zaisaɴ,漢
募集,ボシュウ,boɕɯː,漢
初,ハツ,hat͡sɯ,和
子,シ,ɕi,漢
女子,ジョシ,d͡ʑoɕi,漢
厚生,コウセイ,koːseː,漢
捨てる,ステル,sɯteɾɯ,和
証明,ショウメイ,ɕoːmeː,漢
協議,キョウギ,kʲoːɡi,漢
袋,フクロ,ɸɯkɯɾo,和
日常,ニチジョウ,ɲit͡ɕiʑoː,漢
態度,タイド,taido,漢
五,イツ,it͡sɯ,和
インターネット,インターネット,intaːnetto,外
旧,キュウ,kʲɯː,漢
対,タイ,tai,漢
画面,ガメン,ɡameɴ,漢
そんな,ソンナ,sonna,和
相,アイ,ai,和
返す,カエス,kaesɯ,和
処分,ショブン,ɕobɯɴ,漢
訓練,クンレン,kɯnɾeɴ,漢
丁度,チョウド,t͡ɕoːdo,漢
きちんと,キチント,kit͡ɕinto,和
採用,サイヨウ,saijoː,漢
師,シ,ɕi,漢
協会,キョウカイ,kʲoːkai,漢
女の子,オンナノコ,onnanoko,和
多数,タスウ,tasɯː,漢
運ぶ,ハコブ,hakobɯ,和
誕生,タンジョウ,tand͡ʑoː,漢
前年,ゼンネン,zenneɴ,漢
症状,ショウジョウ,ɕoːʑoː,漢
愛する,アイスル,aisɯɾɯ,混
資源,シゲン,ɕiɡeɴ,漢
会計,カイケイ,kaikeː,漢
運営,ウンエイ,ɯɰ̃eː,漢
独立,ドクリツ,dokɯɾit͡sɯ,漢
思想,シソウ,ɕisoː,漢
競争,キョウソウ,kʲoːsoː,漢
超,チョウ,t͡ɕoː,漢
掲げる,カカゲル,kakaɡeɾɯ,和
ネット,ネット,netto,外
敵,テキ,teki,漢
観察,カンサツ,kaɰ̃sat͡sɯ,漢
ガス,ガス,ɡasɯ,外
十分,ジュウブン,d͡ʑɯːbɯɴ,漢
工業,コウギョウ,koːɡʲoː,漢
度,タビ,tabi,和
食,ショク,ɕokɯ,漢
平和,ヘイワ,heːɰa,漢
共通,キョウツウ,kʲoːt͡sɯː,漢
物語,モノガタリ,monoɡataɾi,和
消防,ショウボウ,ɕoːboː,漢
パン,パン,paɴ,外
旅,タビ,tabi,和
抱く,イダク,idakɯ,和
馬,ウマ,ɯma,和
予防,ヨボウ,joboː,漢
派遣,ハケン,hakeɴ,漢
不足,フソク,ɸɯsokɯ,漢
辛い,ツライ,t͡sɯɾai,和
避ける,サケル,sakeɾɯ,和
冬,フユ,ɸɯjɯ,和
時点,ジテン,d͡ʑiteɴ,漢
素晴らしい,スバラシイ,sɯbaɾaɕiː,和
可笑しい,オカシイ,okaɕiː,和
発行,ハッコウ,hakkoː,漢
昨年,サクネン,sakɯneɴ,漢
八千,ハッセン,hasseɴ,漢
字,ジ,d͡ʑi,漢
いらっしゃる,イラッシャル,iɾaɕɕaɾɯ,和
言語,ゲンゴ,ɡeŋɡo,漢
大変,タイヘン,taiheɴ,漢
補助,ホジョ,hoʑo,漢
満足,マンゾク,manzokɯ,漢
援助,エンジョ,end͡ʑo,漢
仕方,シカタ,ɕikata,和
完成,カンセイ,kaɰ̃seː,漢
寒い,サムイ,samɯi,和
余り,アマリ,amaɾi,和
痛い,イタイ,itai,和
回復,カイフク,kaiɸɯkɯ,漢
十,トオ,toː,和
整理,セイリ,seːɾi,漢
増,ゾウ,zoː,漢
地震,ジシン,d͡ʑiɕiɴ,漢
役所,ヤクショ,jakɯɕo,漢
米,ベイ,beː,漢
格好,カッコウ,kakkoː,漢
伯父,オジ,oʑi,和
中学,チュウガク,t͡ɕɯːɡakɯ,漢
生命,セイメイ,seːmeː,漢
伸ばす,ノバス,nobasɯ,和
